stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding
stop_area:SA_106,,Arago,43.61737180258183,1.4546433941541492,1,,1
stop_area:SA_1060,,Estérel,43.595328044690866,1.326255709944419,1,,1
stop_area:SA_1064,,Rupé,43.657468284727116,1.4202276266656186,1,,1
stop_area:SA_1066,,Balma Ribaute,43.58876114154777,1.5160022963851243,1,,1
stop_area:SA_1067,,Victor Hugo,43.500013264353356,1.3180716000454933,1,,1
stop_area:SA_1068,,Balma-Gramont,43.62852141490813,1.482416884052139,1,,1
stop_area:SA_1069,,Petit Barry,43.544455431971905,1.3499590624115052,1,,1
stop_area:SA_1070,,Sainte Anne,43.593494449316445,1.5052523294461828,1,,1
stop_area:SA_1071,,Bastiat,43.63435607955971,1.431110467247663,1,,1
stop_area:SA_1072,,Compans-Caffarelli,43.61067042031915,1.435450010822449,1,,1
stop_area:SA_1073,,Las Puntos,43.44976077021229,1.6086485017614054,1,,2
stop_area:SA_1074,,Fourquets,43.671841154515604,1.4498362456151712,1,,1
stop_area:SA_1075,,Campardon,43.62193775896868,1.4655879170286275,1,,1
stop_area:SA_1076,,Le Broc,43.53195341315917,1.5741258378980467,1,,2
stop_area:SA_1078,,Croix de Pierre,43.585224189870345,1.4277674987735618,1,,1
stop_area:SA_1079,,A. Perdiguier,43.51315391927884,1.5567517293270356,1,,1
stop_area:SA_108,,Bouloc,43.58576457355305,1.4631056338994493,1,,1
stop_area:SA_1080,,Le Grand Marché - Pont de La Vache,43.638845921615996,1.4333610495939986,1,,1
stop_area:SA_1082,,Berdoulat,43.510430536751024,1.3886325745367758,1,,1
stop_area:SA_1084,,Larzac,43.593220310772054,1.324296973341207,1,,1
stop_area:SA_1085,,Bascule - Seycheron,43.608739510939074,1.3410204844260614,1,,1
stop_area:SA_1086,,Périgord,43.582283664779204,1.3331876910778115,1,,1
stop_area:SA_1087,,Castelmaurou Mairie,43.67798430984361,1.532510936029886,1,,1
stop_area:SA_1088,,Pastel,43.54977113685807,1.4574015849770925,1,,1
stop_area:SA_1089,,Mondonville Moulis,43.66169646828556,1.2821626100740904,1,,1
stop_area:SA_1090,,Narrade,43.55153225552308,1.4572780727303616,1,,1
stop_area:SA_1093,,Bréguet,43.577114587632664,1.4794290833798838,1,,1
stop_area:SA_1095,,Cèdres,43.57562251275715,1.3283848052209575,1,,1
stop_area:SA_1098,,Vignes,43.69488868509571,1.4385460652643598,1,,1
stop_area:SA_1099,,Empalot,43.57997489100867,1.4418993799587894,1,,1
stop_area:SA_11,,Soupetard,43.6123149657078,1.4773227473071682,1,,1
stop_area:SA_110,,Latécoère,43.573694472519385,1.4742238749688723,1,,1
stop_area:SA_1100,,Beau Soleil,43.59243936870755,1.467455442982812,1,,1
stop_area:SA_1102,,Fleming,43.57887164008423,1.3803259154476462,1,,1
stop_area:SA_1105,,Grynfogel,43.57985465573618,1.367977454636027,1,,1
stop_area:SA_1106,,Mairie Portet,43.52053088247975,1.4001770779637217,1,,2
stop_area:SA_1109,,Braves,43.60083747777639,1.4192905688437862,1,,1
stop_area:SA_111,,Saint-Alban Centre Commercial,43.68889802763,1.4226876692238601,1,,1
stop_area:SA_1110,,Chemin des Izards,43.66090788527535,1.439099437046779,1,,1
stop_area:SA_1111,,Cadène,43.65392118199539,1.4233555297770915,1,,2
stop_area:SA_1113,,Bicentenaire,43.620494200082156,1.4964322864489927,1,,1
stop_area:SA_1114,,Périssé,43.59765234546648,1.4586301216939785,1,,1
stop_area:SA_1116,,Maourine,43.63098877466819,1.4495904244932012,1,,1
stop_area:SA_1117,,Tolstoï,43.574798051387994,1.4433346283602617,1,,1
stop_area:SA_112,,L'Enclos du Château,43.47754817761809,1.5250910424424329,1,,1
stop_area:SA_1120,,Commune,43.501667394030505,1.3925889131030462,1,,1
stop_area:SA_1121,,En Sigal,43.60527116836674,1.3264797957621477,1,,1
stop_area:SA_1123,,Muret Lycée,43.453899458128724,1.3297958817355455,1,,1
stop_area:SA_1125,,Bel Horizon,43.52725186582029,1.5885025945298885,1,,2
stop_area:SA_1126,,Palmiers,43.573442281173364,1.4491298020624435,1,,1
stop_area:SA_1127,,Victor Cousin,43.63002263778673,1.4727618514711636,1,,1
stop_area:SA_1128,,Bourdies,43.57416028295912,1.2824929892744283,1,,2
